sample_index,code,vin,conversion_time_ps
0,16,0.700000000000,491
1,19,0.748111686053,434
2,22,0.793754220988,458
3,25,0.834585173568,432
4,27,0.868509048905,493
5,29,0.893784831840,509
6,30,0.909115337991,501
7,31,0.913713786859,490
8,30,0.907344180370,505
9,29,0.890333414594,428
10,27,0.863554503027,445
11,25,0.828381772468,501
12,22,0.786620330869,503
13,18,0.740413426962,500
14,15,0.692132456096,430
15,12,0.644255257296,494
16,8,0.599238947503,504
17,6,0.559393819308,492
18,3,0.526764773874,465
19,1,0.503026374091,492
20,1,0.489396903939,493
21,0,0.486575844652,490
22,1,0.494707976475,437
23,2,0.513375948363,493
24,4,0.541621696955,500
25,7,0.577995615567,462
26,10,0.620630949793,450
27,13,0.667339601651,463
28,17,0.715724425469,500
29,20,0.763302252362,427
30,23,0.807631329521,453
31,26,0.846436633986,435
32,28,0.877726629630,448
33,30,0.899895475249,508
34,31,0.911805438323,490
35,31,0.912845284842,490
36,30,0.902961648602,432
37,28,0.882661770013,493
38,26,0.852987463904,500
39,24,0.815461652296,508
40,21,0.772010206163,500
41,17,0.724863107357,510
42,14,0.676440003191,461
43,10,0.629226027144,494
44,7,0.585644258749,501
45,5,0.547931368159,506
46,3,0.518022827474,495
47,1,0.497453579920,436
48,0,0.487279264674,490
49,0,0.488022040153,490
50,1,0.499643786204,512
51,3,0.521548060472,468
52,5,0.552610708562,427
53,8,0.591237557031,497
54,11,0.635446228333,435
55,14,0.682967878884,508
56,18,0.731363638915,510
57,21,0.778149778281,431
58,24,0.820925174555,437
59,27,0.857494541598,507
60,29,0.885981094349,510
61,30,0.904922867759,432
62,31,0.913347746632,490
63,30,0.910823355786,492
64,30,0.897479250074,494
65,28,0.874000265475,444
66,26,0.841591372460,496
67,23,0.801915835426,512
68,20,0.757009851910,495
69,16,0.709178052420,452
70,13,0.660875223950,509
71,9,0.614580327283,496
72,6,0.572669273665,495
73,4,0.537292990103,432
74,2,0.510267031139,427
75,1,0.492978402349,487
76,0,0.486314377504,490
77,1,0.490616962585,499
78,2,0.505665343614,505
79,3,0.530687219102,494
80,6,0.564398435510,449
81,9,0.605068891598,510
82,12,0.650611329355,428
83,15,0.698688454656,498
84,19,0.746832890084,459
85,22,0.792573803780,434
86,25,0.833563715590,427
87,27,0.867698972642,497
88,29,0.893227711405,502
89,30,0.908839765493,502
90,31,0.913733905018,490
91,30,0.907658956698,510
92,29,0.890926694381,433
93,27,0.864395838422,469
94,25,0.829427985100,507
95,22,0.787817727814,512
96,18,0.741700556331,494
97,15,0.693443260821,428
98,12,0.645522465260,500
99,8,0.600397524030,497
100,6,0.560384304819,496
101,3,0.527536335430,498
102,2,0.503539414201,493
103,1,0.489625092752,494
104,0,0.486507471236,490
105,1,0.494346549837,444
106,2,0.512740017366,466
107,4,0.540743898362,461
108,7,0.576920999084,512
109,10,0.619414666066,494
110,13,0.666044071862,434
111,17,0.714416137807,493
112,20,0.762048349763,435
113,23,0.806496163815,433
114,26,0.845478463279,453
115,28,0.876994628424,434
116,30,0.899427210751,505
117,31,0.911624942444,490
118,31,0.912961820854,490
119,30,0.903369235732,429
120,29,0.883339490388,494
121,26,0.853900536077,495
122,24,0.816563216275,481
123,21,0.773243728325,508
124,17,0.726165281824,502
125,14,0.677744000760,434
126,11,0.630464925050,495
127,7,0.586754475223,495
128,5,0.548855925521,508
129,3,0.518714276298,499
130,1,0.497876434200,444
131,0,0.487411823006,490
132,0,0.487857499480,490
133,1,0.499190590955,487
134,3,0.520829469188,502
135,5,0.551663600235,430
136,8,0.590110538429,506
137,11,0.634197139441,464
138,14,0.681660824486,472
139,18,0.730065698657,501
140,21,0.776927564059,428
141,24,0.819841411912,427
142,27,0.856604850570,501
143,29,0.885331134979,505
144,30,0.904545996763,429
145,31,0.913263305495,490
146,31,0.911035678131,491
147,30,0.897977439257,497
148,28,0.874758753811,433
149,26,0.842571233392,501
150,23,0.803066781282,460
151,20,0.758272814727,502
152,16,0.710488215387,506
153,13,0.662165347887,469
154,10,0.615784201437,492
155,7,0.573725113728,493
156,4,0.538146609059,427
157,2,0.510874620210,430
158,1,0.493308779314,473
159,0,0.486350587009,490
160,1,0.490357146314,498
161,2,0.505122835659,502
162,3,0.529889861640,498
163,6,0.563387149910,483
164,9,0.603895578286,504
165,12,0.649336204219,438
166,15,0.697376958691,506
167,19,0.745552330882,511
168,22,0.791389901221,427
169,25,0.832537229014,432
170,27,0.866882582607,501
171,29,0.892663316056,475
172,30,0.908556330296,504
173,31,0.913745976217,490
174,30,0.907965914784,508
175,29,0.891512785885,442
176,27,0.865230984406,509
177,25,0.830469324842,488
178,22,0.789011818471,460
179,19,0.742986115697,495
180,15,0.694754312403,444
181,12,0.646791724272,509
182,8,0.601559850533,493
183,6,0.561380046782,502
184,3,0.528314390146,508
185,2,0.504059850942,496
186,1,0.489861202062,495
187,0,0.486447135693,490
188,1,0.493992865936,451
189,2,0.512111136601,448
190,4,0.539872095671,441
191,7,0.575851016457,504
192,10,0.618201416332,505
193,13,0.664749820495,427
194,16,0.713107307385,496
195,20,0.760792111079,462
196,23,0.805356988589,428
197,26,0.844514815389,489
198,28,0.876255963470,428
199,30,0.898951437931,502
200,31,0.911436479005,490
201,31,0.913070338973,490
202,30,0.903769166126,427
203,29,0.884010308134,497
204,27,0.854807813981,493
205,24,0.817660391715,445
206,21,0.774474492903,477
207,17,0.727466471182,495
208,14,0.679048836255,427
209,11,0.631706440913,502
210,8,0.587868955327,493
211,5,0.549786173372,464
212,3,0.519412550428,503
213,1,0.498306898318,454
214,0,0.487552385162,490
215,0,0.487700945851,490
216,1,0.498744956067,469
217,3,0.520117623573,508
218,5,0.550722076689,441
219,8,0.588987657102,499
220,11,0.632950527990,510
221,14,0.680354460549,438
222,18,0.728766626443,494
223,21,0.775702453559,441
224,24,0.818753137308,430
225,27,0.855709263458,496
226,29,0.884674197996,501
227,30,0.904161424725,427
228,31,0.913170835115,490
229,31,0.911240055102,490
230,30,0.898468174701,499
231,28,0.875510662579,427
232,26,0.843545726599,508
233,23,0.804213846732,435
234,20,0.759533583606,510
235,16,0.711797983480,503
236,13,0.663456896277,437
237,10,0.616991246268,498
238,7,0.574785707969,498
239,4,0.539006321704,430
240,2,0.511489329746,437
241,1,0.493646938087,461
242,0,0.486394840294,490
243,1,0.490105222978,496
244,2,0.504587664718,499
245,3,0.529098908728,503
246,6,0.562381007707,508
247,9,0.602725883252,497
248,12,0.648062986546,471
249,15,0.696065561483,487
250,19,0.744270056661,502
251,22,0.790202557883,434
252,25,0.831505752487,451
253,27,0.866059909538,506
254,29,0.892091667042,455
255,30,0.908265043070,506
256,31,0.913750000000,490
257,30,0.908265043070,506
258,29,0.892091667042,455
259,27,0.866059909538,506
260,25,0.831505752487,451
261,22,0.790202557883,434
262,19,0.744270056661,502
263,15,0.696065561483,487
264,12,0.648062986546,471
265,9,0.602725883252,497
266,6,0.562381007707,508
267,3,0.529098908728,503
268,2,0.504587664718,499
269,1,0.490105222978,496
270,0,0.486394840294,490
271,1,0.493646938087,461
272,2,0.511489329746,437
273,4,0.539006321704,430
274,7,0.574785707969,498
275,10,0.616991246268,498
276,13,0.663456896277,437
277,16,0.711797983480,503
278,20,0.759533583606,510
279,23,0.804213846732,435
280,26,0.843545726599,508
281,28,0.875510662579,427
282,30,0.898468174701,499
283,31,0.911240055102,490
284,31,0.913170835115,490
285,30,0.904161424725,427
286,29,0.884674197996,501
287,27,0.855709263458,496
288,24,0.818753137308,430
289,21,0.775702453559,441
290,18,0.728766626443,494
291,14,0.680354460549,438
292,11,0.632950527990,510
293,8,0.588987657102,499
294,5,0.550722076689,441
295,3,0.520117623573,508
296,1,0.498744956067,469
297,0,0.487700945851,490
298,0,0.487552385162,490
299,1,0.498306898318,454
300,3,0.519412550428,503
301,5,0.549786173372,464
302,8,0.587868955327,493
303,11,0.631706440913,502
304,14,0.679048836255,427
305,17,0.727466471182,495
306,21,0.774474492903,477
307,24,0.817660391715,445
308,27,0.854807813981,493
309,29,0.884010308134,497
310,30,0.903769166126,427
311,31,0.913070338973,490
312,31,0.911436479005,490
313,30,0.898951437931,502
314,28,0.876255963470,428
315,26,0.844514815389,489
316,23,0.805356988589,428
317,20,0.760792111079,462
318,16,0.713107307385,496
319,13,0.664749820495,427
320,10,0.618201416332,505
321,7,0.575851016457,504
322,4,0.539872095671,441
323,2,0.512111136601,448
324,1,0.493992865936,451
325,0,0.486447135693,490
326,1,0.489861202062,495
327,2,0.504059850942,496
328,3,0.528314390146,508
329,6,0.561380046782,502
330,8,0.601559850533,493
331,12,0.646791724272,509
332,15,0.694754312403,444
333,19,0.742986115697,495
334,22,0.789011818471,460
335,25,0.830469324842,488
336,27,0.865230984406,509
337,29,0.891512785885,442
338,30,0.907965914784,508
339,31,0.913745976217,490
340,30,0.908556330296,504
341,29,0.892663316056,475
342,27,0.866882582607,501
343,25,0.832537229014,432
344,22,0.791389901221,427
345,19,0.745552330882,511
346,15,0.697376958691,506
347,12,0.649336204219,438
348,9,0.603895578286,504
349,6,0.563387149910,483
350,3,0.529889861640,498
351,2,0.505122835659,502
352,1,0.490357146314,498
353,0,0.486350587009,490
354,1,0.493308779314,473
355,2,0.510874620210,430
356,4,0.538146609059,427
357,7,0.573725113728,493
358,10,0.615784201437,492
359,13,0.662165347887,469
360,16,0.710488215387,506
361,20,0.758272814727,502
362,23,0.803066781282,460
363,26,0.842571233392,501
364,28,0.874758753811,433
365,30,0.897977439257,497
366,31,0.911035678131,491
367,31,0.913263305495,490
368,30,0.904545996763,429
369,29,0.885331134979,505
370,27,0.856604850570,501
371,24,0.819841411912,427
372,21,0.776927564059,428
373,18,0.730065698657,501
374,14,0.681660824486,472
375,11,0.634197139441,464
376,8,0.590110538429,506
377,5,0.551663600235,430
378,3,0.520829469188,502
379,1,0.499190590955,487
380,0,0.487857499480,490
381,0,0.487411823006,490
382,1,0.497876434200,444
383,3,0.518714276298,499
384,5,0.548855925521,508
385,7,0.586754475223,495
386,11,0.630464925050,495
387,14,0.677744000760,434
388,17,0.726165281824,502
389,21,0.773243728325,508
390,24,0.816563216275,481
391,26,0.853900536077,495
392,29,0.883339490388,494
393,30,0.903369235732,429
394,31,0.912961820854,490
395,31,0.911624942444,490
396,30,0.899427210751,505
397,28,0.876994628424,434
398,26,0.845478463279,453
399,23,0.806496163815,433
400,20,0.762048349763,435
401,17,0.714416137807,493
402,13,0.666044071862,434
403,10,0.619414666066,494
404,7,0.576920999084,512
405,4,0.540743898362,461
406,2,0.512740017366,466
407,1,0.494346549837,444
408,0,0.486507471236,490
409,1,0.489625092752,494
410,2,0.503539414201,493
411,3,0.527536335430,498
412,6,0.560384304819,496
413,8,0.600397524030,497
414,12,0.645522465260,500
415,15,0.693443260821,428
416,18,0.741700556331,494
417,22,0.787817727814,512
418,25,0.829427985100,507
419,27,0.864395838422,469
420,29,0.890926694381,433
421,30,0.907658956698,510
422,31,0.913733905018,490
423,30,0.908839765493,502
424,29,0.893227711405,502
425,27,0.867698972642,497
426,25,0.833563715590,427
427,22,0.792573803780,434
428,19,0.746832890084,459
429,15,0.698688454656,498
430,12,0.650611329355,428
431,9,0.605068891598,510
432,6,0.564398435510,449
433,3,0.530687219102,494
434,2,0.505665343614,505
435,1,0.490616962585,499
436,0,0.486314377504,490
437,1,0.492978402349,487
438,2,0.510267031139,427
439,4,0.537292990103,432
440,6,0.572669273665,495
441,9,0.614580327283,496
442,13,0.660875223950,509
443,16,0.709178052420,452
444,20,0.757009851910,495
445,23,0.801915835426,512
446,26,0.841591372460,496
447,28,0.874000265475,444
448,30,0.897479250074,494
449,30,0.910823355786,492
450,31,0.913347746632,490
451,30,0.904922867759,432
452,29,0.885981094349,510
453,27,0.857494541598,507
454,24,0.820925174555,437
455,21,0.778149778281,431
456,18,0.731363638915,510
457,14,0.682967878884,508
458,11,0.635446228333,435
459,8,0.591237557031,497
460,5,0.552610708562,427
461,3,0.521548060472,468
462,1,0.499643786204,512
463,0,0.488022040153,490
464,0,0.487279264674,490
465,1,0.497453579920,436
466,3,0.518022827474,495
467,5,0.547931368159,506
468,7,0.585644258749,501
469,10,0.629226027144,494
470,14,0.676440003191,461
471,17,0.724863107357,510
472,21,0.772010206163,500
473,24,0.815461652296,508
474,26,0.852987463904,500
475,28,0.882661770013,493
476,30,0.902961648602,432
477,31,0.912845284842,490
478,31,0.911805438323,490
479,30,0.899895475249,508
480,28,0.877726629630,448
481,26,0.846436633986,435
482,23,0.807631329521,453
483,20,0.763302252362,427
484,17,0.715724425469,500
485,13,0.667339601651,463
486,10,0.620630949793,450
487,7,0.577995615567,462
488,4,0.541621696955,500
489,2,0.513375948363,493
490,1,0.494707976475,437
491,0,0.486575844652,490
492,1,0.489396903939,493
493,1,0.503026374091,492
494,3,0.526764773874,465
495,6,0.559393819308,492
496,8,0.599238947503,504
497,12,0.644255257296,494
498,15,0.692132456096,430
499,18,0.740413426962,500
500,22,0.786620330869,503
501,25,0.828381772468,501
502,27,0.863554503027,445
503,29,0.890333414594,428
504,30,0.907344180370,505
505,31,0.913713786859,490
506,30,0.909115337991,501
507,29,0.893784831840,509
508,27,0.868509048905,493
509,25,0.834585173568,432
510,22,0.793754220988,458
511,19,0.748111686053,434
512,16,0.700000000000,492
513,12,0.651888313947,434
514,9,0.606245779012,458
515,6,0.565414826432,432
516,4,0.531490951095,493
517,2,0.506215168160,509
518,1,0.490884662009,501
519,0,0.486286213141,490
520,1,0.492655819630,505
521,2,0.509666585406,428
522,4,0.536445496973,445
523,6,0.571618227532,501
524,9,0.613379669131,503
525,13,0.659586573038,500
526,16,0.707867543904,430
527,19,0.755744742704,494
528,23,0.800761052497,504
529,25,0.840606180692,492
530,28,0.873235226126,465
531,30,0.896973625909,492
532,30,0.910603096061,493
533,31,0.913424155348,490
534,30,0.905292023525,437
535,29,0.886624051637,493
536,27,0.858378303045,500
537,24,0.822004384433,462
538,21,0.779369050207,450
539,18,0.732660398349,463
540,14,0.684275574531,500
541,11,0.636697747638,427
542,8,0.592368670479,453
543,5,0.553563366014,435
544,3,0.522273370370,448
545,1,0.500104524751,508
546,0,0.488194561677,490
547,0,0.487154715158,490
548,1,0.497038351398,432
549,3,0.517338229987,493
550,5,0.547012536096,500
551,7,0.584538347704,508
552,10,0.627989793837,500
553,14,0.675136892643,510
554,17,0.723559996809,461
555,21,0.770773972856,494
556,24,0.814355741251,501
557,26,0.852068631841,506
558,28,0.881977172526,495
559,30,0.902546420080,436
560,31,0.912720735326,490
561,31,0.911977959847,490
562,30,0.900356213796,512
563,28,0.878451939528,468
564,26,0.847389291438,427
565,23,0.808762442969,497
566,20,0.764553771667,435
567,17,0.717032121116,508
568,13,0.668636361085,510
569,10,0.621850221719,431
570,7,0.579074825445,437
571,4,0.542505458402,507
572,2,0.514018905651,510
573,1,0.495077132241,432
574,0,0.486652253368,490
575,1,0.489176644214,492
576,1,0.502520749926,494
577,3,0.525999734525,444
578,5,0.558408627540,496
579,8,0.598084164574,512
580,11,0.642990148090,495
581,15,0.690821947580,452
582,18,0.739124776050,509
583,22,0.785419672717,496
584,25,0.827330726335,495
585,27,0.862707009897,432
586,29,0.889732968861,427
587,30,0.907021597651,487
588,31,0.913685622496,490
589,30,0.909383037415,499
590,29,0.894334656386,505
591,28,0.869312780898,494
592,25,0.835601564490,449
593,22,0.794931108402,510
594,19,0.749388670645,428
595,16,0.701311545344,498
596,12,0.653167109916,459
597,9,0.607426196220,434
598,6,0.566436284410,427
599,4,0.532301027358,497
600,2,0.506772288595,502
601,1,0.491160234507,502
602,0,0.486266094982,490
603,1,0.492341043302,510
604,2,0.509073305619,433
605,4,0.535604161578,469
606,6,0.570572014900,507
607,9,0.612182272186,512
608,13,0.658299443669,494
609,16,0.706556739179,428
610,19,0.754477534740,500
611,23,0.799602475970,497
612,25,0.839615695181,496
613,28,0.872463664570,498
614,29,0.896460585799,493
615,30,0.910374907248,494
616,31,0.913492528764,490
617,30,0.905653450163,444
618,29,0.887259982634,466
619,27,0.859256101638,461
620,24,0.823079000916,512
621,21,0.780585333934,494
622,18,0.733955928138,434
623,14,0.685583862193,493
624,11,0.637951650237,435
625,8,0.593503836185,433
626,5,0.554521536721,453
627,3,0.523005371576,434
628,1,0.500572789249,505
629,0,0.488375057556,490
630,0,0.487038179146,490
631,1,0.496630764268,429
632,2,0.516660509612,494
633,5,0.546099463923,495
634,7,0.583436783725,481
635,10,0.626756271675,508
636,14,0.673834718176,502
637,17,0.722255999240,434
638,20,0.769535074950,495
639,24,0.813245524777,495
640,26,0.851144074479,508
641,28,0.881285723702,499
642,30,0.902123565800,444
643,31,0.912588176994,490
644,31,0.912142500520,490
645,30,0.900809409045,487
646,28,0.879170530812,502
647,26,0.848336399765,430
648,23,0.809889461571,506
649,20,0.765802860559,464
650,17,0.718339175514,472
651,13,0.669934301343,501
652,10,0.623072435941,428
653,7,0.580158588088,427
654,4,0.543395149430,501
655,2,0.514668865021,505
656,1,0.495454003237,429
657,0,0.486736694505,490
658,0,0.488964321869,491
659,1,0.502022560743,497
660,3,0.525241246189,433
661,5,0.557428766608,501
662,8,0.596933218718,460
663,11,0.641727185273,502
664,15,0.689511784613,506
665,18,0.737834652113,469
666,21,0.784215798563,492
667,24,0.826274886272,493
668,27,0.861853390941,427
669,29,0.889125379790,430
670,30,0.906691220686,473
671,31,0.913649412991,490
672,30,0.909642853686,498
673,29,0.894877164341,502
674,28,0.870110138360,498
675,25,0.836612850090,483
676,22,0.796104421714,504
677,19,0.750663795781,438
678,16,0.702623041309,506
679,12,0.654447669118,511
680,9,0.608610098779,427
681,6,0.567462770986,432
682,4,0.533117417393,501
683,2,0.507336683944,475
684,1,0.491443669704,504
685,0,0.486254023783,490
686,1,0.492034085216,508
687,2,0.508487214115,442
688,4,0.534769015594,509
689,6,0.569530675158,488
690,9,0.610988181529,460
691,12,0.657013884303,495
692,16,0.705245687597,444
693,19,0.753208275728,509
694,23,0.798440149467,493
695,25,0.838619953218,502
696,28,0.871685609854,508
697,29,0.895940149058,496
698,30,0.910138797938,495
699,31,0.913552864307,490
700,30,0.906007134064,451
701,29,0.887888863399,448
702,27,0.860127904329,441
703,24,0.824148983543,504
704,21,0.781798583668,505
705,18,0.735250179505,427
706,15,0.686892692615,496
707,11,0.639207888921,462
708,8,0.594643011411,428
709,5,0.555485184611,489
710,3,0.523744036530,428
711,1,0.501048562069,502
712,0,0.488563520995,490
713,0,0.486929661027,490
714,1,0.496230833874,427
715,2,0.515989691866,497
716,4,0.545192186019,493
717,7,0.582339608285,445
718,10,0.625525507097,477
719,14,0.672533528818,495
720,17,0.720951163745,427
721,20,0.768293559087,502
722,23,0.812131044673,493
723,26,0.850213826628,464
724,28,0.880587449572,503
725,30,0.901693101682,454
726,31,0.912447614838,490
727,31,0.912299054149,490
728,30,0.901255043933,469
729,28,0.879882376427,508
730,26,0.849277923311,441
731,23,0.811012342898,499
732,20,0.767049472010,510
733,17,0.719645539451,438
734,13,0.671233373557,494
735,10,0.624297546441,441
736,7,0.581246862692,430
737,4,0.544290736542,496
738,2,0.515325802004,501
739,1,0.495838575275,427
740,0,0.486829164885,490
741,0,0.488759944898,490
742,1,0.501531825299,499
743,3,0.524489337421,427
744,5,0.556454273401,508
745,8,0.595786153268,435
746,11,0.640466416394,510
747,15,0.688202016520,503
748,18,0.736543103723,437
749,21,0.783008753732,498
750,24,0.825214292031,498
751,27,0.860993678296,430
752,29,0.888510670254,437
753,30,0.906353061913,461
754,31,0.913605159706,490
755,30,0.909894777022,496
756,29,0.895412335282,499
757,28,0.870901091272,503
758,25,0.837618992293,508
759,22,0.797274116748,497
760,19,0.751937013454,471
761,16,0.703934438517,487
762,12,0.655729943339,502
763,9,0.609797442117,434
764,6,0.568494247513,451
765,4,0.533940090462,506
766,2,0.507908332958,455
767,1,0.491734956930,506
768,0,0.486250000000,490
769,1,0.491734956930,506
770,2,0.507908332958,455
771,4,0.533940090462,506
772,6,0.568494247513,451
773,9,0.609797442117,434
774,12,0.655729943339,502
775,16,0.703934438517,487
776,19,0.751937013454,471
777,22,0.797274116748,497
778,25,0.837618992293,508
779,28,0.870901091272,503
780,29,0.895412335282,499
781,30,0.909894777022,496
782,31,0.913605159706,490
783,30,0.906353061913,461
784,29,0.888510670254,437
785,27,0.860993678296,430
786,24,0.825214292031,498
787,21,0.783008753732,498
788,18,0.736543103723,437
789,15,0.688202016520,503
790,11,0.640466416394,510
791,8,0.595786153268,435
792,5,0.556454273401,508
793,3,0.524489337421,427
794,1,0.501531825299,499
795,0,0.488759944898,490
796,0,0.486829164885,490
797,1,0.495838575275,427
798,2,0.515325802004,501
799,4,0.544290736542,496
800,7,0.581246862692,430
801,10,0.624297546441,441
802,13,0.671233373557,494
803,17,0.719645539451,438
804,20,0.767049472010,510
805,23,0.811012342898,499
806,26,0.849277923311,441
807,28,0.879882376427,508
808,30,0.901255043933,469
809,31,0.912299054149,490
810,31,0.912447614838,490
811,30,0.901693101682,454
812,28,0.880587449572,503
813,26,0.850213826628,464
814,23,0.812131044673,493
815,20,0.768293559087,502
816,17,0.720951163745,427
817,14,0.672533528818,495
818,10,0.625525507097,477
819,7,0.582339608285,445
820,4,0.545192186019,493
821,2,0.515989691866,497
822,1,0.496230833874,427
823,0,0.486929661027,490
824,0,0.488563520995,490
825,1,0.501048562069,502
826,3,0.523744036530,428
827,5,0.555485184611,489
828,8,0.594643011411,428
829,11,0.639207888921,462
830,15,0.686892692615,496
831,18,0.735250179505,427
832,21,0.781798583668,505
833,24,0.824148983543,504
834,27,0.860127904329,441
835,29,0.887888863399,448
836,30,0.906007134064,451
837,31,0.913552864307,490
838,30,0.910138797938,495
839,29,0.895940149058,496
840,28,0.871685609854,508
841,25,0.838619953218,502
842,23,0.798440149467,493
843,19,0.753208275728,509
844,16,0.705245687597,444
845,12,0.657013884303,495
846,9,0.610988181529,460
847,6,0.569530675158,488
848,4,0.534769015594,509
849,2,0.508487214115,442
850,1,0.492034085216,508
851,0,0.486254023783,490
852,1,0.491443669704,504
853,2,0.507336683944,475
854,4,0.533117417393,501
855,6,0.567462770986,432
856,9,0.608610098779,427
857,12,0.654447669118,511
858,16,0.702623041309,506
859,19,0.750663795781,438
860,22,0.796104421714,504
861,25,0.836612850090,483
862,28,0.870110138360,498
863,29,0.894877164341,502
864,30,0.909642853686,498
865,31,0.913649412991,490
866,30,0.906691220686,473
867,29,0.889125379790,430
868,27,0.861853390941,427
869,24,0.826274886272,493
870,21,0.784215798563,492
871,18,0.737834652113,469
872,15,0.689511784613,506
873,11,0.641727185273,502
874,8,0.596933218718,460
875,5,0.557428766608,501
876,3,0.525241246189,433
877,1,0.502022560743,497
878,0,0.488964321869,491
879,0,0.486736694505,490
880,1,0.495454003237,429
881,2,0.514668865021,505
882,4,0.543395149430,501
883,7,0.580158588088,427
884,10,0.623072435941,428
885,13,0.669934301343,501
886,17,0.718339175514,472
887,20,0.765802860559,464
888,23,0.809889461571,506
889,26,0.848336399765,430
890,28,0.879170530812,502
891,30,0.900809409045,487
892,31,0.912142500520,490
893,31,0.912588176994,490
894,30,0.902123565800,444
895,28,0.881285723702,499
896,26,0.851144074479,508
897,24,0.813245524777,495
898,20,0.769535074950,495
899,17,0.722255999240,434
900,14,0.673834718176,502
901,10,0.626756271675,508
902,7,0.583436783725,481
903,5,0.546099463923,495
904,2,0.516660509612,494
905,1,0.496630764268,429
906,0,0.487038179146,490
907,0,0.488375057556,490
908,1,0.500572789249,505
909,3,0.523005371576,434
910,5,0.554521536721,453
911,8,0.593503836185,433
912,11,0.637951650237,435
913,14,0.685583862193,493
914,18,0.733955928138,434
915,21,0.780585333934,494
916,24,0.823079000916,512
917,27,0.859256101638,461
918,29,0.887259982634,466
919,30,0.905653450163,444
920,31,0.913492528764,490
921,30,0.910374907248,494
922,29,0.896460585799,493
923,28,0.872463664570,498
924,25,0.839615695181,496
925,23,0.799602475970,497
926,19,0.754477534740,500
927,16,0.706556739179,428
928,13,0.658299443669,494
929,9,0.612182272186,512
930,6,0.570572014900,507
931,4,0.535604161578,469
932,2,0.509073305619,433
933,1,0.492341043302,510
934,0,0.486266094982,490
935,1,0.491160234507,502
936,2,0.506772288595,502
937,4,0.532301027358,497
938,6,0.566436284410,427
939,9,0.607426196220,434
940,12,0.653167109916,459
941,16,0.701311545344,498
942,19,0.749388670645,428
943,22,0.794931108402,510
944,25,0.835601564490,449
945,28,0.869312780898,494
946,29,0.894334656386,505
947,30,0.909383037415,499
948,31,0.913685622496,490
949,30,0.907021597651,487
950,29,0.889732968861,427
951,27,0.862707009897,432
952,25,0.827330726335,495
953,22,0.785419672717,496
954,18,0.739124776050,509
955,15,0.690821947580,452
956,11,0.642990148090,495
957,8,0.598084164574,512
958,5,0.558408627540,496
959,3,0.525999734525,444
960,1,0.502520749926,494
961,1,0.489176644214,492
962,0,0.486652253368,490
963,1,0.495077132241,432
964,2,0.514018905651,510
965,4,0.542505458402,507
966,7,0.579074825445,437
967,10,0.621850221719,431
968,13,0.668636361085,510
969,17,0.717032121116,508
970,20,0.764553771667,435
971,23,0.808762442969,497
972,26,0.847389291438,427
973,28,0.878451939528,468
974,30,0.900356213796,512
975,31,0.911977959847,490
976,31,0.912720735326,490
977,30,0.902546420080,436
978,28,0.881977172526,495
979,26,0.852068631841,506
980,24,0.814355741251,501
981,21,0.770773972856,494
982,17,0.723559996809,461
983,14,0.675136892643,510
984,10,0.627989793837,500
985,7,0.584538347704,508
986,5,0.547012536096,500
987,3,0.517338229987,493
988,1,0.497038351398,432
989,0,0.487154715158,490
990,0,0.488194561677,490
991,1,0.500104524751,508
992,3,0.522273370370,448
993,5,0.553563366014,435
994,8,0.592368670479,453
995,11,0.636697747638,427
996,14,0.684275574531,500
997,18,0.732660398349,463
998,21,0.779369050207,450
999,24,0.822004384433,462
1000,27,0.858378303045,500
1001,29,0.886624051637,493
1002,30,0.905292023525,437
1003,31,0.913424155348,490
1004,30,0.910603096061,493
1005,30,0.896973625909,492
1006,28,0.873235226126,465
1007,25,0.840606180692,492
1008,23,0.800761052497,504
1009,19,0.755744742704,494
1010,16,0.707867543904,430
1011,13,0.659586573038,500
1012,9,0.613379669131,503
1013,6,0.571618227532,501
1014,4,0.536445496973,445
1015,2,0.509666585406,428
1016,1,0.492655819630,505
1017,0,0.486286213141,490
1018,1,0.490884662009,501
1019,2,0.506215168160,509
1020,4,0.531490951095,493
1021,6,0.565414826432,432
1022,9,0.606245779012,458
1023,12,0.651888313947,434
