case_name,cycle,mode_comp,ab_sel,d15,d16,effective_error,sign_pos,sign_neg,trim_word
comp_offset,0,1,0,0,1,12,1,0,0
comp_offset,1,1,0,0,1,12,1,0,0
comp_offset,2,1,0,0,1,12,1,0,0
comp_offset,3,1,0,0,1,12,1,0,0
comp_offset,4,1,0,0,1,12,1,0,0
comp_offset,5,1,0,0,1,12,1,0,0
comp_offset,6,1,0,0,1,12,1,0,0
comp_offset,7,1,0,0,1,12,1,0,0
comp_offset,8,1,0,0,1,12,1,0,0
comp_offset,9,1,0,0,1,12,1,0,0
comp_offset,10,1,0,0,1,12,1,0,0
comp_offset,11,1,0,0,1,12,1,0,0
comp_offset,12,1,0,0,1,12,1,0,0
comp_offset,13,1,0,0,1,12,1,0,0
comp_offset,14,1,0,0,1,12,1,0,0
comp_offset,15,1,0,0,1,12,1,0,0
comp_offset,16,1,0,0,1,12,1,0,0
comp_offset,17,1,0,0,1,12,1,0,0
comp_offset,18,1,0,0,1,12,1,0,0
comp_offset,19,1,0,0,1,12,1,0,0
comp_offset,20,1,0,0,1,12,1,0,0
comp_offset,21,1,0,0,1,12,1,0,0
comp_offset,22,1,0,0,1,12,1,0,0
comp_offset,23,1,0,0,1,12,1,0,0
comp_offset,24,1,0,0,1,12,1,0,0
comp_offset,25,1,0,0,1,12,1,0,0
comp_offset,26,1,0,0,1,12,1,0,0
comp_offset,27,1,0,0,1,12,1,0,0
comp_offset,28,1,0,0,1,12,1,0,0
comp_offset,29,1,0,0,1,12,1,0,0
comp_offset,30,1,0,0,1,12,1,0,0
comp_offset,31,1,0,0,1,11,1,0,1
comp_offset,32,1,0,0,1,11,1,0,1
comp_offset,33,1,0,0,1,11,1,0,1
comp_offset,34,1,0,0,1,11,1,0,1
comp_offset,35,1,0,0,1,11,1,0,1
comp_offset,36,1,0,0,1,11,1,0,1
comp_offset,37,1,0,0,1,11,1,0,1
comp_offset,38,1,0,0,1,11,1,0,1
comp_offset,39,1,0,0,1,11,1,0,1
comp_offset,40,1,0,0,1,11,1,0,1
comp_offset,41,1,0,0,1,11,1,0,1
comp_offset,42,1,0,0,1,11,1,0,1
comp_offset,43,1,0,0,1,11,1,0,1
comp_offset,44,1,0,0,1,11,1,0,1
comp_offset,45,1,0,0,1,11,1,0,1
comp_offset,46,1,0,0,1,11,1,0,1
comp_offset,47,1,0,0,1,11,1,0,1
comp_offset,48,1,0,0,1,11,1,0,1
comp_offset,49,1,0,0,1,11,1,0,1
comp_offset,50,1,0,0,1,11,1,0,1
comp_offset,51,1,0,0,1,11,1,0,1
comp_offset,52,1,0,0,1,11,1,0,1
comp_offset,53,1,0,0,1,11,1,0,1
comp_offset,54,1,0,0,1,11,1,0,1
comp_offset,55,1,0,0,1,11,1,0,1
comp_offset,56,1,0,0,1,11,1,0,1
comp_offset,57,1,0,0,1,11,1,0,1
comp_offset,58,1,0,0,1,11,1,0,1
comp_offset,59,1,0,0,1,11,1,0,1
comp_offset,60,1,0,0,1,11,1,0,1
comp_offset,61,1,0,0,1,11,1,0,1
comp_offset,62,1,0,0,1,10,1,0,2
comp_offset,63,1,0,0,1,10,1,0,2
comp_offset,64,1,0,0,1,10,1,0,2
comp_offset,65,1,0,0,1,10,1,0,2
comp_offset,66,1,0,0,1,10,1,0,2
comp_offset,67,1,0,0,1,10,1,0,2
comp_offset,68,1,0,0,1,10,1,0,2
comp_offset,69,1,0,0,1,10,1,0,2
comp_offset,70,1,0,0,1,10,1,0,2
comp_offset,71,1,0,0,1,10,1,0,2
comp_offset,72,1,0,0,1,10,1,0,2
comp_offset,73,1,0,0,1,10,1,0,2
comp_offset,74,1,0,0,1,10,1,0,2
comp_offset,75,1,0,0,1,10,1,0,2
comp_offset,76,1,0,0,1,10,1,0,2
comp_offset,77,1,0,0,1,10,1,0,2
comp_offset,78,1,0,0,1,10,1,0,2
comp_offset,79,1,0,0,1,10,1,0,2
comp_offset,80,1,0,0,1,10,1,0,2
comp_offset,81,1,0,0,1,10,1,0,2
comp_offset,82,1,0,0,1,10,1,0,2
comp_offset,83,1,0,0,1,10,1,0,2
comp_offset,84,1,0,0,1,10,1,0,2
comp_offset,85,1,0,0,1,10,1,0,2
comp_offset,86,1,0,0,1,10,1,0,2
comp_offset,87,1,0,0,1,10,1,0,2
comp_offset,88,1,0,0,1,10,1,0,2
comp_offset,89,1,0,0,1,10,1,0,2
comp_offset,90,1,0,0,1,10,1,0,2
comp_offset,91,1,0,0,1,10,1,0,2
comp_offset,92,1,0,0,1,10,1,0,2
comp_offset,93,1,0,0,1,9,1,0,3
comp_offset,94,1,0,0,1,9,1,0,3
comp_offset,95,1,0,0,1,9,1,0,3
comp_offset,96,1,0,0,1,9,1,0,3
comp_offset,97,1,0,0,1,9,1,0,3
comp_offset,98,1,0,0,1,9,1,0,3
comp_offset,99,1,0,0,1,9,1,0,3
dac_ab,0,0,0,0,1,10,1,0,0
dac_ab,1,0,0,0,1,10,1,0,0
dac_ab,2,0,0,0,1,10,1,0,0
dac_ab,3,0,0,0,1,10,1,0,0
dac_ab,4,0,0,0,1,10,1,0,0
dac_ab,5,0,0,0,1,10,1,0,0
dac_ab,6,0,0,0,1,10,1,0,0
dac_ab,7,0,0,0,1,10,1,0,0
dac_ab,8,0,0,0,1,10,1,0,0
dac_ab,9,0,0,0,1,10,1,0,0
dac_ab,10,0,0,0,1,10,1,0,0
dac_ab,11,0,0,0,1,10,1,0,0
dac_ab,12,0,0,0,1,10,1,0,0
dac_ab,13,0,0,0,1,10,1,0,0
dac_ab,14,0,0,0,1,10,1,0,0
dac_ab,15,0,0,0,1,10,1,0,0
dac_ab,16,0,0,0,1,10,1,0,0
dac_ab,17,0,0,0,1,10,1,0,0
dac_ab,18,0,0,0,1,10,1,0,0
dac_ab,19,0,0,0,1,10,1,0,0
dac_ab,20,0,0,0,1,10,1,0,0
dac_ab,21,0,0,0,1,10,1,0,0
dac_ab,22,0,0,0,1,10,1,0,0
dac_ab,23,0,0,0,1,10,1,0,0
dac_ab,24,0,0,0,1,10,1,0,0
dac_ab,25,0,0,0,1,10,1,0,0
dac_ab,26,0,0,0,1,10,1,0,0
dac_ab,27,0,0,0,1,10,1,0,0
dac_ab,28,0,0,0,1,10,1,0,0
dac_ab,29,0,0,0,1,10,1,0,0
dac_ab,30,0,0,0,1,10,1,0,0
dac_ab,31,0,0,0,1,9,1,0,1
dac_ab,32,0,0,0,1,9,1,0,1
dac_ab,33,0,0,0,1,9,1,0,1
dac_ab,34,0,0,0,1,9,1,0,1
dac_ab,35,0,0,0,1,9,1,0,1
dac_ab,36,0,0,0,1,9,1,0,1
dac_ab,37,0,0,0,1,9,1,0,1
dac_ab,38,0,0,0,1,9,1,0,1
dac_ab,39,0,0,0,1,9,1,0,1
dac_ab,40,0,0,0,1,9,1,0,1
dac_ab,41,0,0,0,1,9,1,0,1
dac_ab,42,0,0,0,1,9,1,0,1
dac_ab,43,0,0,0,1,9,1,0,1
dac_ab,44,0,0,0,1,9,1,0,1
dac_ab,45,0,0,0,1,9,1,0,1
dac_ab,46,0,0,0,1,9,1,0,1
dac_ab,47,0,0,0,1,9,1,0,1
dac_ab,48,0,0,0,1,9,1,0,1
dac_ab,49,0,0,0,1,9,1,0,1
dac_ab,50,0,0,0,1,9,1,0,1
dac_ab,51,0,0,0,1,9,1,0,1
dac_ab,52,0,0,0,1,9,1,0,1
dac_ab,53,0,0,0,1,9,1,0,1
dac_ab,54,0,0,0,1,9,1,0,1
dac_ab,55,0,0,0,1,9,1,0,1
dac_ab,56,0,0,0,1,9,1,0,1
dac_ab,57,0,0,0,1,9,1,0,1
dac_ab,58,0,0,0,1,9,1,0,1
dac_ab,59,0,0,0,1,9,1,0,1
dac_ab,60,0,0,0,1,9,1,0,1
dac_ab,61,0,0,0,1,9,1,0,1
dac_ab,62,0,0,0,1,8,1,0,2
dac_ab,63,0,0,0,1,8,1,0,2
dac_ab,64,0,0,0,1,8,1,0,2
dac_ab,65,0,0,0,1,8,1,0,2
dac_ab,66,0,0,0,1,8,1,0,2
dac_ab,67,0,0,0,1,8,1,0,2
dac_ab,68,0,0,0,1,8,1,0,2
dac_ab,69,0,0,0,1,8,1,0,2
dac_ab,70,0,0,0,1,8,1,0,2
dac_ab,71,0,0,0,1,8,1,0,2
dac_ab,72,0,0,0,1,8,1,0,2
dac_ab,73,0,0,0,1,8,1,0,2
dac_ab,74,0,0,0,1,8,1,0,2
dac_ab,75,0,0,0,1,8,1,0,2
dac_ab,76,0,0,0,1,8,1,0,2
dac_ab,77,0,0,0,1,8,1,0,2
dac_ab,78,0,0,0,1,8,1,0,2
dac_ab,79,0,0,0,1,8,1,0,2
dac_ab,80,0,0,0,1,8,1,0,2
dac_ab,81,0,0,0,1,8,1,0,2
dac_ab,82,0,0,0,1,8,1,0,2
dac_ab,83,0,0,0,1,8,1,0,2
dac_ab,84,0,0,0,1,8,1,0,2
dac_ab,85,0,0,0,1,8,1,0,2
dac_ab,86,0,0,0,1,8,1,0,2
dac_ab,87,0,0,0,1,8,1,0,2
dac_ab,88,0,0,0,1,8,1,0,2
dac_ab,89,0,0,0,1,8,1,0,2
dac_ab,90,0,0,0,1,8,1,0,2
dac_ab,91,0,0,0,1,8,1,0,2
dac_ab,92,0,0,0,1,8,1,0,2
dac_ab,93,0,0,0,1,7,1,0,3
dac_ab,94,0,0,0,1,7,1,0,3
dac_ab,95,0,0,0,1,7,1,0,3
dac_ab,96,0,0,0,1,7,1,0,3
dac_ab,97,0,0,0,1,7,1,0,3
dac_ab,98,0,0,0,1,7,1,0,3
dac_ab,99,0,0,0,1,7,1,0,3
dac_ba,0,0,1,1,0,10,1,0,0
dac_ba,1,0,1,1,0,10,1,0,0
dac_ba,2,0,1,1,0,10,1,0,0
dac_ba,3,0,1,1,0,10,1,0,0
dac_ba,4,0,1,1,0,10,1,0,0
dac_ba,5,0,1,1,0,10,1,0,0
dac_ba,6,0,1,1,0,10,1,0,0
dac_ba,7,0,1,1,0,10,1,0,0
dac_ba,8,0,1,1,0,10,1,0,0
dac_ba,9,0,1,1,0,10,1,0,0
dac_ba,10,0,1,1,0,10,1,0,0
dac_ba,11,0,1,1,0,10,1,0,0
dac_ba,12,0,1,1,0,10,1,0,0
dac_ba,13,0,1,1,0,10,1,0,0
dac_ba,14,0,1,1,0,10,1,0,0
dac_ba,15,0,1,1,0,10,1,0,0
dac_ba,16,0,1,1,0,10,1,0,0
dac_ba,17,0,1,1,0,10,1,0,0
dac_ba,18,0,1,1,0,10,1,0,0
dac_ba,19,0,1,1,0,10,1,0,0
dac_ba,20,0,1,1,0,10,1,0,0
dac_ba,21,0,1,1,0,10,1,0,0
dac_ba,22,0,1,1,0,10,1,0,0
dac_ba,23,0,1,1,0,10,1,0,0
dac_ba,24,0,1,1,0,10,1,0,0
dac_ba,25,0,1,1,0,10,1,0,0
dac_ba,26,0,1,1,0,10,1,0,0
dac_ba,27,0,1,1,0,10,1,0,0
dac_ba,28,0,1,1,0,10,1,0,0
dac_ba,29,0,1,1,0,10,1,0,0
dac_ba,30,0,1,1,0,10,1,0,0
dac_ba,31,0,1,1,0,9,1,0,1
dac_ba,32,0,1,1,0,9,1,0,1
dac_ba,33,0,1,1,0,9,1,0,1
dac_ba,34,0,1,1,0,9,1,0,1
dac_ba,35,0,1,1,0,9,1,0,1
dac_ba,36,0,1,1,0,9,1,0,1
dac_ba,37,0,1,1,0,9,1,0,1
dac_ba,38,0,1,1,0,9,1,0,1
dac_ba,39,0,1,1,0,9,1,0,1
dac_ba,40,0,1,1,0,9,1,0,1
dac_ba,41,0,1,1,0,9,1,0,1
dac_ba,42,0,1,1,0,9,1,0,1
dac_ba,43,0,1,1,0,9,1,0,1
dac_ba,44,0,1,1,0,9,1,0,1
dac_ba,45,0,1,1,0,9,1,0,1
dac_ba,46,0,1,1,0,9,1,0,1
dac_ba,47,0,1,1,0,9,1,0,1
dac_ba,48,0,1,1,0,9,1,0,1
dac_ba,49,0,1,1,0,9,1,0,1
dac_ba,50,0,1,1,0,9,1,0,1
dac_ba,51,0,1,1,0,9,1,0,1
dac_ba,52,0,1,1,0,9,1,0,1
dac_ba,53,0,1,1,0,9,1,0,1
dac_ba,54,0,1,1,0,9,1,0,1
dac_ba,55,0,1,1,0,9,1,0,1
dac_ba,56,0,1,1,0,9,1,0,1
dac_ba,57,0,1,1,0,9,1,0,1
dac_ba,58,0,1,1,0,9,1,0,1
dac_ba,59,0,1,1,0,9,1,0,1
dac_ba,60,0,1,1,0,9,1,0,1
dac_ba,61,0,1,1,0,9,1,0,1
dac_ba,62,0,1,1,0,8,1,0,2
dac_ba,63,0,1,1,0,8,1,0,2
dac_ba,64,0,1,1,0,8,1,0,2
dac_ba,65,0,1,1,0,8,1,0,2
dac_ba,66,0,1,1,0,8,1,0,2
dac_ba,67,0,1,1,0,8,1,0,2
dac_ba,68,0,1,1,0,8,1,0,2
dac_ba,69,0,1,1,0,8,1,0,2
dac_ba,70,0,1,1,0,8,1,0,2
dac_ba,71,0,1,1,0,8,1,0,2
dac_ba,72,0,1,1,0,8,1,0,2
dac_ba,73,0,1,1,0,8,1,0,2
dac_ba,74,0,1,1,0,8,1,0,2
dac_ba,75,0,1,1,0,8,1,0,2
dac_ba,76,0,1,1,0,8,1,0,2
dac_ba,77,0,1,1,0,8,1,0,2
dac_ba,78,0,1,1,0,8,1,0,2
dac_ba,79,0,1,1,0,8,1,0,2
dac_ba,80,0,1,1,0,8,1,0,2
dac_ba,81,0,1,1,0,8,1,0,2
dac_ba,82,0,1,1,0,8,1,0,2
dac_ba,83,0,1,1,0,8,1,0,2
dac_ba,84,0,1,1,0,8,1,0,2
dac_ba,85,0,1,1,0,8,1,0,2
dac_ba,86,0,1,1,0,8,1,0,2
dac_ba,87,0,1,1,0,8,1,0,2
dac_ba,88,0,1,1,0,8,1,0,2
dac_ba,89,0,1,1,0,8,1,0,2
dac_ba,90,0,1,1,0,8,1,0,2
dac_ba,91,0,1,1,0,8,1,0,2
dac_ba,92,0,1,1,0,8,1,0,2
dac_ba,93,0,1,1,0,7,1,0,3
dac_ba,94,0,1,1,0,7,1,0,3
dac_ba,95,0,1,1,0,7,1,0,3
dac_ba,96,0,1,1,0,7,1,0,3
dac_ba,97,0,1,1,0,7,1,0,3
dac_ba,98,0,1,1,0,7,1,0,3
dac_ba,99,0,1,1,0,7,1,0,3
